Movie Name,France,Belgium,Colombia,Domestic,Portugal,United Kingdom,Greece,Russia/CIS,Argentina,Australia,Mexico,Bolivia,Taiwan,Hong Kong,Germany,Sweden,Austria,Norway,Switzerland,Finland,Denmark,Netherlands,Poland,Hungary,Czech Republic,South Africa,Iceland,Türkiye,Spain,Italy,Bulgaria,United Arab Emirates,Slovakia,Serbia and Montenegro,Romania,Brazil,New Zealand,Singapore,Egypt,Lebanon,Puerto Rico,Venezuela,Peru,Ecuador,Central America+,Uruguay,Japan,Malaysia,South Korea,Thailand,Chile,Russia,Kuwait,Bahrain,Qatar,East Africa,Jordan,Estonia,Nigeria,Latvia,Oman,Croatia,Lithuania,India,Philippines,Indonesia,China,Middle East/UAE,Czech Republic/Slovakia,Israel,Slovenia,Lesser Antilles,Dominican Republic,Jamaica,Ukraine,Russia/CIS/Ukraine,Baltic States,Central America,West Indies,Cyprus,Kenya,Curaçao,Vietnam,Switzerland (German),Switzerland (French),Switzerland (Italian),Middle East Other,Pakistan,North Macedonia,Sri Lanka,Netherlands Antilles,Lebanon/United Arab Emirates
Slither (2006),"$365,454","$41,209",,,"$36,571","$2,179,983",,,,"$338,320","$207,004",,"$240,250","$370,797","$230,792",,,,,,,"$109,357",,,,,"$19,705","$107,217","$319,667","$14,501",,,,,,"$41,102","$43,981",,,,,,,,,,"$173,404",,,"$92,881",,,,,,,,,,,,,,,"$100,291",,,,,,,,,,,,,,,,,,,,,,,,,,,
Phat Girlz (2006),"$25,729",,,,,,,,,,,,,,"$6,478",,,,,,,,,,,"$153,701",,,"$5,595",,,,,,,,,,,,"$102,411",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,423",,"$30,026",,,,,,,,,,,,,,,,,,
Renaissance (2006),"$1,520,587",,,,"$7,658","$132,165",,"$30,433",,"$37,930",,,,"$5,000",,,,,,,,,,,"$3,400",,,"$13,150",,,,,,,,"$10,381",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friends with Money (2006),"$354,381",,,,,"$889,902",,,"$110,704","$1,370,408","$489,019",,,,"$218,788","$113,614",,"$14,542",,"$84,099","$75,010",,,,,"$50,904",,,,"$50,844",,,,,,"$153,567","$90,981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keane (2004),"$177,001",,,"$33,256",,"$63,869",,,,,,,,,,,,,,,,,,,,,,,"$18,371",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Child (2005),"$2,072,495","$756,779",,,,"$234,477","$128,950",,"$143,233","$76,068","$68,065",,"$26,789",,,"$10,521","$39,239","$46,554","$202,521",,"$11,887","$23,760",,,,,,,,"$437,162","$8,415",,"$2,784","$7,627","$1,287","$22,035",,"$19,416",,$417,,,,,,,,,"$38,961",,"$36,101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scary Movie 4 (2006),"$5,780,038","$1,396,475",,,,"$11,037,123","$1,903,021","$4,836,458","$1,014,190","$6,699,767","$5,410,827",,"$370,266","$627,394","$10,212,630","$1,087,228","$1,496,101","$778,948","$1,181,717","$445,818","$1,178,586","$2,250,804","$943,593","$228,124","$276,407",,"$169,799","$605,837","$5,193,603","$9,487,282","$32,090","$356,681","$144,568","$28,190","$92,003","$3,338,442","$876,798",,,"$84,090",,"$394,993",,,,,,,,"$363,237","$452,219",,,,,,,"$84,205",,"$72,400",,"$93,051","$57,285",,,,,,,"$662,581","$115,062",,,,"$567,503",,,,,,,,,,,,,,,,,
Hard Candy (2005),"$473,701","$76,004",,,"$114,247","$3,301,544","$13,500","$162,589","$50,281","$166,088","$270,983","$8,729",,,"$228,034",,,,,,,"$66,691","$65,848",,,,,,"$860,120",,,,,,"$9,134",,,,,,,"$99,968",,,,,,,,,"$30,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Prairie Home Companion (2006),"$666,938",,,"$20,342,852","$10,795","$502,590","$82,100","$29,057","$163,976","$695,588",,,"$11,138","$18,856","$548,420",,"$94,072","$15,463","$217,546",,"$139,180",,,,"$4,424",,"$29,285",,"$566,038","$1,686,150","$2,882",,$440,"$8,225","$8,650",,"$97,643",,,,,,,,,"$17,159",,,"$12,770",,"$14,260",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Sentinel (2006),"$4,176,466","$1,001,622","$332,331",,"$539,213","$3,888,394","$595,491","$386,234","$567,876","$1,802,215","$3,824,356","$21,920","$567,022",,"$1,115,978","$602,635","$267,155","$201,425","$737,095","$253,165","$387,476","$769,296","$285,532","$248,715","$51,745","$482,523","$80,475","$305,414","$6,255,372","$1,148,607","$69,190","$226,310","$22,581","$11,468","$63,257","$986,008","$220,989","$325,918","$64,933","$54,887","$291,272","$579,191","$198,636","$95,820","$250,548","$41,445","$1,985,060","$138,628","$962,074",,"$93,553",,"$135,885","$44,038","$26,337",,"$17,828","$29,779",,"$26,982","$14,448","$22,908","$25,428","$54,437","$306,179","$210,942","$2,789,357",,"$82,685","$138,713","$36,693","$49,528","$65,230","$32,789","$95,351",,,,,,,,"$45,837","$450,307","$239,714","$10,987",,,,,,
The Honeymooners (2005),,"$8,445",,,,"$37,931",,,,,,,,,"$55,510",,,,,,,,,,,"$104,543",,,,"$4,372",,"$128,776",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Perfect Man (2005),,"$54,218",,,,"$985,010",,,,"$1,386,858",,,,,,,,,,,,"$308,216",,,,,"$48,720",,,,,"$98,131",,,,,"$135,869",,,"$13,746",,,,,,,,,,,,,,,,,,,,,,,,,"$82,911",,,,,,,,,,,,,,,,,,,,,,,,,,,
The Great Raid (2005),,"$13,238",,"$10,167,373",,,,,,,"$195,986",,,"$79,529",,,,,,,,,,,,,,"$8,064",,,,"$89,807",,,,,,,"$6,357",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proof (2005),,"$48,395",,,,"$526,668","$702,150",,"$101,997","$233,535","$403,814",,,"$238,562","$347,554","$15,754","$85,352",,,,,"$20,124","$181,223",,"$105,826",,,"$262,148","$1,597,931","$1,440,924","$9,804",,"$25,890",,"$23,232","$197,971","$23,266",,,,,,,,,"$7,484",,,,,"$54,925",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zozo (2005),,$52,,,,,,,,,,,,,,,,"$65,976",,,,,,,,,,,,,,,,,,,,,"$2,644","$29,500",,,,,,,,,,,,,,"$1,154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dreamer (2005),,"$108,954",,,,"$1,198,556",,,"$95,086","$287,137","$1,213,550",,,,"$198,325",,"$16,028",,"$22,197",,,"$421,032",,,,"$144,111",,"$139,181",,"$197,933",,"$27,749",,,"$4,232",,,,,,,,,,,,"$328,483",,"$1,556,845",,"$31,240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Just Friends (2005),,"$286,678",,"$32,619,671","$146,905","$10,479,820","$272,150","$180,229",,"$2,129,018","$1,320,831",,,,"$65,016",,"$37,071",,,,,"$15,673","$57,088",,"$44,738",,"$88,223",,"$1,224,533","$111,809",,"$57,434","$43,518",,,"$160,836","$71,842",,,"$9,267",,,,,,,,,"$1,490,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Good Woman (2004),,"$77,501",,,"$74,309","$1,277,790",,,,"$2,010,493","$166,211",,"$36,184",,"$609,034",,"$84,936",,"$242,999",,,"$20,070",,,"$78,949",,,"$53,090","$1,075,175","$230,250","$7,917","$15,060",,,"$9,233",,"$570,623",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casanova (2005),,"$342,197",,,,"$1,998,984","$351,200","$906,217","$99,983","$1,875,182","$1,486,340","$1,287","$37,063",,"$3,135,514","$1,576,782","$804,229","$258,715","$522,579","$94,148","$183,895","$969,934","$43,877",,"$150,914","$462,994","$38,196","$412,749","$2,637,661","$2,784,721","$74,940","$72,911","$52,401","$21,635","$95,080",,"$140,292",,"$23,365","$61,569",,,,,,,,,"$130,226",,"$34,685",,,,,,,,,,,,,,,,,,,,,,,,"$480,915",,,,,,,,,,,,,,,,,
The White Countess (2005),,"$21,298",,,,"$540,512","$105,300","$2,264","$105,107","$423,516","$104,952",,,,,"$5,891",,,,"$35,278",,,,,,,,,"$333,337","$340,543",,,,,,,"$113,078",,,,,,,,,,,,,,"$33,475",,,,,,,,,,,,,"$3,520",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freedomland (2006),,"$79,058",,,"$175,506","$130,490",,,,,"$549,315",,,,,"$41,760",,,,,"$30,313",,,,,"$46,263",,,"$173,563","$449,078",,,,,,,,,,,,"$222,621","$29,019",,,,"$61,936",,"$3,715",,,,,,,"$24,268",,,"$13,314",,,,,,"$9,018",,,,,,,"$19,000","$19,999","$19,000",,,,,,,,,,,,,,,,,,
Election (2005),,"$1,529",,,,"$32,972",,,"$8,471",,,,"$118,508","$2,032,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,058",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ask the Dust (2006),,"$83,460",,,"$30,771","$10,672","$73,800","$63,681","$35,704",,"$105,051",,"$6,234",,,,,,,,,"$15,683",,,"$25,527",,,"$132,196","$220,274","$844,879",$596,"$25,203","$12,498",,"$14,996",,,,,"$5,814",,,,,,,,,,,"$9,171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
She's the Man (2006),,"$309,222",,,"$165,085","$8,673,300",,"$400,099","$45,215","$4,709,223",,,"$274,565","$228,584","$138,053","$397,245","$33,443","$251,243",,"$239,355","$128,061","$255,659","$177,973",,,"$729,438","$88,359","$12,461","$951,247",,"$32,318","$190,107","$7,648",,"$30,074","$146,415","$255,589",,,"$79,755",,,,,,,,,"$3,534","$261,057","$25,738",,,,,,,,,,,,,,,,,,,,,,,,"$40,369",,,,,,,,,,,,,,,,,
The Benchwarmers (2006),,"$4,426",,,"$95,851","$169,004",,,,"$1,969,253","$1,462,509",,,,,,,,,,,,,"$59,420",,"$203,923","$41,519",,"$47,791","$10,206",,"$141,423",,,,,"$7,579","$261,033",,,,,,,"$166,164",,,"$147,118",$884,,,,"$64,815",,"$42,578","$48,405",,,"$26,333",,,,,$1,"$148,640",,,,,,,,,,,,,,,,,,,,,,,,,,,
Roll Bounce (2005),,,"$20,424","$17,380,866",,,,,,"$28,503",,,,,"$13,995",,,,,,,,,,,,,,"$3,611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bandidas (2006),,,"$88,168",,,,,"$2,380,000",,,"$3,153,999","$12,255","$30,079",,,,,,,,,,,,,,,,,,,,,,,"$170,819",,,,,"$191,904","$242,722","$34,607","$35,109",,,,,"$379,221","$35,738",,,,,,,,,,,,,,,,,"$863,115",,,,,,"$25,619",,,,,"$91,969",,,,,,,,,,,,,,
Ivan's Childhood (1962),,,,"$22,168","$19,504","$14,918","$14,135","$15,489",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandra's Project (2003),,,,"$752,148",,,,,,"$426,401","$32,100","$7,163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
House of D (2004),,,,"$388,532",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palindromes (2004),,,,"$553,368",,"$51,484",,,,,"$10,731",,,,,,,,,,,,,,,,,,"$91,686",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9 Songs (2004),,,,"$66,853","$34,856","$581,909","$13,750",,,"$168,450","$287,083",,"$15,685",,"$134,024",,"$71,172",,,,,,,,,,,,"$168,175",,,,,,,,"$32,666",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon (2004),,,,"$4,055",,,,,,,,,,,,,,,,,,"$1,103,719",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somersault (2004),,,,"$92,214",,,,,,"$1,390,102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mad Hot Ballroom (2005),,,,"$8,117,961",,"$203,673",,,,"$392,408","$25,285",,"$10,429",,"$231,840",,"$24,731",,,,,,,,,,,,,,,,,,,,"$72,715",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tell Them Who You Are (2004),,,,"$39,075",,"$3,833",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It's All Gone Pete Tong (2004),,,,"$120,620",,"$1,347,044",,,,,,,"$45,863",,,,,"$9,770",,"$6,801",,,,,,,,,"$43,177",,"$11,880",,,,"$2,218",,"$11,307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Innocent Voices (2004),,,,"$837,878",,"$38,614",,,,,"$1,338,796",,"$10,468","$14,181",,,,,,,,,,,,,,,"$31,513",,,,,,,,,,,,,,,,,,,,"$1,459",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Three... Extremes (2004),,,,"$77,532",,,,,,,,,"$1,602","$95,151",,,,,,,,,,,,,,,"$7,444",,,,,,,,,,,,,,,,,,,,,"$82,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caterina in the Big City (2003),,,,"$296,464",,,,,"$47,146",,,,,,,,,,,,,,,,,,,,"$121,489","$3,816,755",,,,,,,,,,,,,,,,,,,,,"$4,083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy Endings (2005),,,,"$1,315,701",,,,"$256,036",,"$71,421",,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,212",,,,,,,,,,,,,"$8,918",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Funny Ha Ha (2002),,,,"$77,070",,"$2,861",,,"$2,689",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Heart Is Deceitful Above All Things (2004),,,,"$29,058",,,,,"$6,144",,,,,,,,,,,,,,,,,,,,,"$176,153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Man (2005),,,,"$3,178,403",,"$409,755","$32,400",,,,"$59,151",,"$2,874",,,"$37,598",,"$114,216",,,"$37,263","$81,959",,,,,,,"$94,765",,,,,,,"$15,795",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pusher II (2004),,,,"$1,605",,,,,,,,,,,,,,"$34,113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterix and Obelix vs. Caesar (1999),,,,"$1,541,261",,,,,,,,,,,,,,,,,,,,,,,"$91,306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Prize Winner of Defiance, Ohio (2005)",,,,"$627,844",,,,,,,,,,,,,,,,,,,,,,,,,"$61,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Proposition (2005),,,,"$1,903,434",,"$1,157,037",,"$25,052",,"$1,567,266",,,,,,,,"$39,681",,"$14,779","$68,320",,,,"$7,004",,"$3,127",,,,,,"$3,828","$2,082","$2,648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,477",,,,,,,,,,,,,,,,,,,,,
Duck Season (2004),,,,"$147,551",,,,,"$7,859",,"$555,813",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dead Man's Shoes (2004),,,,"$6,408",,"$213,445",,,,"$5,369",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lonesome Jim (2005),,,,"$154,187",,"$7,563",,,,,,,,,,,,"$13,065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarah Silverman: Jesus Is Magic (2005),,,,"$1,324,339",,"$9,460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuban Rafters (2002),,,,"$16,783",,,,,,,,,,,,,,,,,,,,,,,,,"$6,756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Look Both Ways (2005),,,,"$105,067",,"$59,413",,,,"$2,088,549",,,,,,,,"$110,328",,,,,,,,,,,,"$96,022",,,,,,"$30,632",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late Spring (1949),,,,"$13,254","$6,427",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lady Vengeance (2005),,,,"$211,667",,"$337,268",,"$77,500",,,"$123,670",,"$9,748","$265,246","$78,792",,"$9,036",,,,,,,$468,,,,,"$18,103","$109,960",,,"$2,289",,,,,,,,,,,,,,,,"$22,590,402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Looking for Comedy in the Muslim World (2005),,,,"$888,975",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,337",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Manhattan (2005),,,,"$385,373",,"$18,666",,,,"$47,071","$430,287",,,,,,,"$15,317",,,,,,,,,,,,"$20,541",,,,,,"$88,306",,,,,"$79,999",,,,,,,,"$81,561",,,,,,,,,,,,,,,,"$86,884",,,,,,,,,,,,,,,,,,,,,,,,,,,
Water (2005),,,,"$5,529,144",,"$369,082",,,,"$929,104","$360,262",,"$14,527",,"$256,391",,"$78,247","$12,892","$324,133",,"$4,386",,,,,,,,"$1,339,332","$219,127",,"$15,435",,,,,"$236,534",,,,"$21,384",,,,,,,,,,,,,,,,,,,,,,,"$704,501",,,,,,,"$7,906",,,,,,,,,,,,,,,,,,,,,
As Tears Go By (1988),,,,"$9,436","$1,967",,,,,,,,,,,,,,,,,,,,,,,,,"$1,730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi Mermaid (1969),,,,"$33,725",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brick (2005),,,,"$2,075,743",,"$1,330,381","$51,300","$19,916",,"$149,746",,,,,"$93,071",,,,,,,,,,,,,,"$62,226",,,,,,,,"$108,546",,,,,,,,,,,,"$28,325",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Film Is Not Yet Rated (2006),,,,"$306,845",,"$25,133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,631",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Go for Zucker (2004),,,,"$87,490",,,,,,,,,,,"$6,613,501",,"$232,099",,"$882,781",,,,,,,,,,,"$505,556",,,,,,"$72,688",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Chinese (1967),,,,"$36,488",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miracle in Milan (1951),,,,,$435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Edukators (2004),,,,,"$12,520","$269,154",,,"$64,884",,,,"$15,276",,"$4,540,541",,"$479,678","$2,106",,,,"$63,839","$29,762",,"$36,436",,,,,,,,"$1,471",,,,"$11,671",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saraband (2003),,,,,"$3,182",,,,"$28,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky High (2005),,,,,"$32,727","$3,772,360",,"$497,175","$184,027","$5,083,561","$3,094,613",,,,"$879,373",,"$187,167",,,,"$35,066",,,,,"$97,696","$66,534","$103,195","$3,298,866",,"$3,606","$72,024",,,,"$320,526","$494,242",,,,,,,,,,,,,,"$133,113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Must Love Dogs (2005),,,,,"$238,988","$534,530",,"$412,278","$174,645","$2,292,019","$998,286",,"$157,022",,"$2,627,423",,"$999,318",,"$294,934","$8,944",,"$53,800","$246,609",,"$52,493","$405,235","$25,575","$219,967","$667,406","$286,136",,"$45,189",,"$12,296",,"$616,426","$208,567",,,"$12,422",,,,,,,,,,,"$98,475",,,,,,,,,,,,,,,,,,,,,,,,"$39,548",,,,,,,,,,,,,,,,,
The Chumscrubber (2005),,,,,"$13,863",$185,"$71,100","$26,984",,"$96,696",,,,,"$81,323",,"$5,875",,,,,,,,,,,,"$2,778",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Holy Girl (2004),,,,,"$11,653",,,,"$213,312",,,,,,,,,,,,,,,,,,,,,"$193,467",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romance & Cigarettes (2005),,,,,"$45,551","$439,112","$22,150","$136,638",,,,,,,,,,"$34,438","$120,121",,,"$92,022","$16,604",,,,,"$15,787",,"$1,455,348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozart and the Whale (2005),,,,,"$24,198",,,,,,,,,,,,,"$9,060",,,,,,,,,,,,,,,,,,,,,,"$1,426",,,,,,,,,"$13,757",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On Probation (2005),,,,,"$13,355",,,,"$1,030,292",,,,,,,,,,,,,,,,,,,,"$1,026,514",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Love in the Afternoon (1972),,,,,"$3,520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winter Passing (2005),,,,,"$6,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stromboli (1950),,,,,"$13,043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,489",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lights in the Dusk (2006),,,,,"$3,507","$58,567","$37,800",,"$52,423",,"$4,418",,"$8,550",,"$538,780","$24,400","$86,608","$8,058","$44,252","$244,458",,,,,"$3,373",,,,,"$457,035","$1,486",,,"$13,927",,,,,,,,,"$5,409",,,"$2,495",,,"$5,416",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candy (2006),,,,,"$14,356","$25,795",,"$14,928",,"$1,084,873",,,,,"$84,221",,"$16,860",,,,,,,"$3,390","$4,377",,,"$19,934","$131,648","$555,448",,,,,"$9,723",,"$67,082",,,,,,,,,,,,"$27,333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dear Wendy (2005),,,,,,"$152,432",,,"$8,539",,"$75,302",,"$5,698",,"$150,994",,"$9,721",,,,,"$56,763",,,,,,,"$94,434","$26,545",,,,,,,,,,,,,,,,$866,,,,,,,,,,,,,,,,,,,,,"$2,829",,,,,,,,,,,,,,,,,,,,,,,,,
Kicking & Screaming (2005),,,,,,"$1,364,703",,,,"$1,422,108","$309,540",,,,,,,,,,,,,,,,"$55,741",,,,,"$75,617",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Sisterhood of the Traveling Pants (2005),,,,,,"$608,637",,,,"$1,393,280",,,,,,"$54,078",,,,,"$81,110",,,,,"$167,303",,,"$166,749","$24,124",,"$27,386",,,,"$77,522","$147,670",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parineeta (2005),,,,,,"$755,260",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes (2004),,,,,,"$23,879",,,,,,,,,,,,,"$156,243",,,,,,,,,"$68,578",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Aristocrats (2005),,,,,,"$288,650",,,,"$124,790",,,,,,,,,,,,"$5,013",,,,,,,,,,,,,,,"$13,175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Secuestro express (2004),,,,,,"$103,870",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junebug (2005),,,,,,"$399,619",,,,"$158,587",,,,,"$86,931",,,,,,,,,,,,,,"$11,832",,,,,,,,"$21,952",,,,,,,,,,,,"$41,616",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pretty Persuasion (2005),,,,,,"$74,395",,,,,"$156,931",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
