Movie Name,Australia,New Zealand,Russia/CIS,Singapore,Taiwan,United Kingdom,South Africa,Domestic,Italy,Spain,United Arab Emirates,Mexico,Venezuela,Hong Kong,Thailand,Japan,France,Belgium,Netherlands,Norway,Germany,Poland,Denmark,Israel,Latvia,Switzerland (French),Switzerland (German),Sweden,Türkiye,Iceland,Romania,Portugal,Czech Republic,Slovakia,Egypt,South Korea,Malaysia,Philippines,India,Brazil,Uruguay,Colombia,Ecuador,Middle East Other,South Africa/Nigeria,Ukraine,Greece,Austria,Hungary,Czech Republic/Slovakia,Switzerland,Finland,Lithuania,Bulgaria,Croatia,Slovenia,Estonia,Serbia and Montenegro,Lebanon,East Africa,Nigeria,Central America+,Argentina,Chile,Peru,Bolivia,Indonesia,S/E/W Africa,Kuwait,Bahrain,Jordan,Qatar,Oman,Puerto Rico,Central America,Dominican Republic,Lesser Antilles,Jamaica,China,Cyprus,Vietnam,Pakistan,Switzerland (Italian),West Indies,Curaçao,Aruba,Ethiopia,Greece and Cyprus,Middle East,Middle East/UAE
Vantage Point (2008),"$4,281,938","$466,824","$2,279,323","$734,784","$1,229,636","$11,552,655","$362,786",,"$1,476,040","$6,721,872","$587,838","$2,952,682","$941,321","$282,179","$1,101,636","$8,053,520","$4,523,306","$932,450","$1,087,846","$413,989","$6,458,915","$440,370","$372,624","$339,462","$40,521","$130,562","$312,861","$739,027","$1,080,920","$59,051","$130,266","$626,873","$108,182","$48,954","$127,136","$6,994,763","$640,296","$723,747","$1,484,627","$2,638,827","$91,534","$629,760","$101,118",,,"$237,555","$833,881","$366,359","$180,828",,"$449,207","$135,509","$60,852","$117,266","$44,377","$68,212","$30,593","$17,985","$114,369","$35,441","$88,672",,"$387,184","$273,843","$243,737","$28,068","$523,942",,"$197,106","$72,190","$80,273","$56,964","$20,563",,"$390,338","$98,736","$91,830","$56,916",,,"$71,049",,"$5,784",,"$34,746","$38,402","$17,778",,,
The Spiderwick Chronicles (2008),"$7,350,921","$1,025,914","$4,138,457","$862,475","$728,844","$20,855,961","$379,348",,"$3,505,964","$5,532,022","$372,671","$6,584,723","$1,259,450","$1,273,795","$652,117","$6,129,461","$6,200,845","$1,638,189","$940,386","$428,238","$3,444,253","$750,398","$434,840","$589,351","$44,907",,,"$695,433","$576,045","$88,104","$68,783","$614,366","$491,707","$47,839","$29,630","$4,165,329","$961,444","$610,706","$283,670","$1,987,475","$43,959","$505,603","$355,410","$216,309","$356,622","$406,925","$226,783","$425,602","$256,474","$436,620","$433,761","$263,828","$82,710","$74,419","$86,757","$54,013","$18,824","$23,889","$16,380","$20,902","$8,684","$441,988","$694,010","$439,982","$418,514","$11,089","$496,237",,"$150,994",,,,,,,,,,"$128,612","$58,473","$76,840",,,,,,,,,
Step Up 2: The Streets (2008),"$8,657,437","$1,447,792","$3,146,297","$1,043,779","$579,608","$20,955,124","$1,539,565","$58,017,783","$5,313,261","$3,223,112","$408,436",,,"$1,051,045","$867,689",,"$4,485,795","$3,434,617","$4,095,786","$118,775","$8,959,609","$3,089,073","$272,182",,"$164,158",,,"$96,207","$386,000","$146,299","$121,462","$171,682","$774,595","$394,685","$41,049","$6,778,011","$256,950","$462,753",,,,,,,,"$162,373","$1,363,571","$839,049","$433,525",,"$3,351,591","$253,948","$293,784",,"$262,037","$36,884","$90,180","$18,645","$106,912","$37,692","$27,258",,,,,,,,,,,,,,,,,,"$581,378",,,,,,,,,,,
Jodhaa Akbar (2008),"$412,981","$60,857",,,"$45,264","$2,003,157","$126,459","$3,440,718",,,,,,,,,,"$18,357",,,,,,,,,,,,,,,,,,,"$42,249",,"$20,737,279",,,,,,,,,"$3,033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Other Boleyn Girl (2008),"$3,792,878","$493,128","$1,950,523","$179,105","$831,567","$9,709,885","$175,831","$26,814,957","$2,180,712","$5,865,854","$64,824","$1,798,046","$164,515","$329,692","$94,208","$3,631,190","$3,930,131","$892,458","$602,190","$225,081","$1,733,674","$1,054,190","$186,218","$291,979","$137,961",,,"$113,148","$576,102","$9,062",,"$541,938","$142,540","$81,705","$7,079","$4,683,202","$53,000","$151,105","$9,917","$885,394","$16,048","$107,498",,,,"$638,912","$569,998","$392,428","$183,073",,"$908,294","$120,449","$122,247",,"$36,442","$69,453","$37,545",,"$70,788",,,,"$339,213","$94,904","$77,244","$2,151",,,,"$14,748",,"$12,084","$3,322",,,,,,,,,,,,,,,,,
Semi-Pro (2008),"$3,890,603","$542,335",,"$255,421","$145,940","$4,178,812","$53,975",,,,"$105,409","$45,546",,,,"$68,677","$425,362",,,,,,"$79,440",,,,,"$65,923","$55,545","$151,637",,"$50,749",,,,,,"$144,262",,,,,,,,,,,,,,,,,,,,,"$10,303",,,,,,,,,,,,,,,"$136,313",,,,,,,,,,,,,,,"$118,552",
Run Fatboy Run (2007),"$3,196,789","$632,562",,"$38,710","$6,173","$22,633,205","$36,336",,,"$49,408","$17,724",,,"$97,795",,,"$46,844",,"$228,798",,"$64,492",,,"$18,971",,,,,,"$45,544",,"$30,433",,,,"$15,399","$18,643",,,"$35,136",,,"$11,872",,,,,"$120,658",,,,,,,,,,,,,,,"$80,421",,,,,,"$49,746",,,,,,,,,,,,,,,,,,,,,
College Road Trip (2008),"$127,682","$223,199",,,,"$810,789","$641,090",,"$7,722",,"$378,784","$2,862,598",,,,,,,,,,,,,,,,,,,,,,,"$52,628",,,,,,,,"$246,636",,,,,,,,,,,,,,,,"$68,116",,,,,,"$64,707",,,,"$194,522",,,,,,"$260,776",,,,,,,,,,,,,,,
"10,000 BC (2008)","$6,276,216","$1,068,677","$8,809,289","$1,435,684","$2,368,258","$11,349,484","$682,616",,"$8,188,578","$13,119,769","$1,355,277","$17,253,874","$2,779,173","$1,602,650","$2,004,427","$9,522,433","$7,811,232","$2,442,136","$3,158,256","$1,133,498","$8,871,023","$1,338,064","$1,629,334","$506,513","$238,988",,,"$1,572,809","$2,638,274","$142,117","$385,931","$1,306,175","$580,469","$214,391","$430,171","$7,570,138","$2,113,562","$2,182,342","$3,458,339","$5,918,492","$108,127","$2,623,559","$450,968",,,"$902,858","$1,825,458","$1,363,338","$675,334",,"$1,447,851","$436,422","$307,989","$351,361","$299,318","$109,294","$153,429","$91,356","$119,927","$90,452","$63,740",,"$2,262,479","$1,222,724","$1,026,490","$178,173","$1,035,237",,"$473,122",,,,,"$453,000","$178,212",,,,"$10,851,097",,,,,,,,,,,
The Bank Job (2008),"$4,282,460","$378,028","$2,857,373","$70,266","$180,757","$8,068,923","$339,920","$30,060,660",,,"$351,672","$1,806,999","$575,540",,,"$157,132","$4,849,100","$138,529","$201,277","$179,419","$1,561,401","$752,672",,,,,,,"$579,589","$32,367","$236,212","$121,497",,,,"$2,643,105","$81,923","$117,779",,"$1,109,932","$42,105","$214,865",,,,"$220,519","$171,255","$327,904","$184,075",,"$517,946","$83,779",,"$157,312","$90,623","$39,656",,,"$27,654",,"$13,699",,"$625,583","$51,184","$179,481","$5,625",,,"$125,270",,,,,,"$15,354",,,,,,,,,,,,,,,
Horton Hears a Who! (2008),"$11,262,758","$1,809,758","$7,413,673","$958,499","$823,514","$17,255,430","$1,022,212",,"$3,958,990","$11,301,036","$444,414","$7,023,762","$1,979,815","$1,051,237","$192,762","$282,970","$15,469,090","$2,756,850","$2,072,468","$1,777,012","$13,914,992","$2,957,038","$2,134,794","$1,325,221","$227,943",,,"$2,045,350","$947,141","$203,526","$148,325","$1,419,713","$477,500","$128,691","$59,528","$3,739,423","$465,572","$580,089","$312,744","$5,549,407","$114,107","$1,339,014","$600,412",,,"$708,116","$663,985","$1,878,480","$680,627","$525,709","$2,149,220","$925,291","$355,215","$151,756","$179,106","$193,431","$305,929","$58,228","$26,024","$84,138","$22,988",,"$1,253,165","$629,280","$607,222","$81,197","$415,679","$1,121,661","$260,746","$100,342","$19,615","$78,462","$13,496","$1,125,434","$820,407","$88,978","$126,041","$75,071",,,"$20,712",,,,,,,"$750,829",,
Funny Games (2007),"$109,788",,"$81,529","$68,083","$18,321","$402,675",,"$1,294,919","$2,100,005","$878,081","$35,042","$265,499","$203,685","$28,994",,,"$1,049,790","$202,177","$66,644","$45,174","$138,325",,"$14,885",,"$12,051",,,"$30,627","$211,822","$10,930","$13,172","$74,607","$14,736","$11,678","$13,133","$3,530",,,,"$20,752",,"$15,021","$7,751",,,,"$330,867","$17,003",,,,"$36,666","$10,478",,"$34,474",,,,"$7,033",,,,,,"$59,923",,,,,,,,,,"$7,807",,,,,,,,,,,,,,,
The Counterfeiters (2007),"$1,296,678","$224,806","$8,861",,"$21,008","$1,317,395","$80,122",,"$349,800","$3,871,085",,"$865,574","$134,680","$38,995","$9,632","$465,960","$315,093","$81,522","$149,783","$107,862","$575,105",,"$202,500",,,,,"$31,412","$131,230",$819,,"$71,144","$17,726","$6,875",,"$100,178",,,,"$249,802","$74,550",,,,,,"$84,226","$1,839,503","$5,645",,,"$10,221",,,"$30,105","$8,094",,,,,,,"$398,205","$107,100","$41,851",$996,,,,,,,,,,,,,,,,,,,,,,,,
Mongol: The Rise of Genghis Khan (2007),"$2,051,044","$212,788","$6,504,128","$35,486",,"$1,523,089",,,"$1,325,000","$1,290,566","$125,662","$294,573",,,"$6,239","$1,042,388","$2,419,436","$225,998","$178,998","$108,205","$989,860",,,,,,,,"$1,036,667",,,,"$108,419","$24,054",,,"$44,653",,,"$133,052",,"$54,576",,,,"$549,218","$33,365","$85,518","$69,126",,"$49,584",,,"$25,939","$94,319",,,,"$49,487",,,,"$9,398",,"$120,914",,,,,,,,,,,,,,,,,,,,,,,,,
The Love Guru (2008),"$2,118,102","$397,046",,"$372,292",,"$2,539,175","$20,268",,"$143,434","$126,095","$438,626",,,,,,"$107,783","$41,984","$57,563","$265,404","$894,531",,"$101,899",,,,,"$278,344",,"$64,331",,,,,"$16,933",,"$194,896",,,,,,,"$82,677","$20,880",,,"$173,051",,,,"$82,043",,,,,,,"$32,079",,,,,,,,,,,,,,,,,,,,,,"$72,327",,,,,,,,,
"Romulus, My Father (2007)","$2,084,698","$45,024",,,,,,,,,,,,,,,,,,,,,,,,,,,"$86,229",,,,,,,,"$5,745",,,"$8,910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Then She Found Me (2007),"$1,438,126","$431,980",,,,"$212,111","$12,613",,"$940,111","$493,002",,"$159,322","$46,048",,,,"$33,000","$94,243","$156,443",,,,,"$47,212",,"$13,582","$43,660",,,,,,"$51,810","$24,156",,,,,,"$189,253",,"$10,950",,,,,"$75,796",,,,"$61,763",,,"$9,329",,,,,,,,,"$77,002","$26,738","$55,510",,,,,,,,,,,,,,,,,,"$4,521",,,,,,,
What Just Happened (2008),"$304,421","$17,816","$882,969",,"$78,901","$590,148",,"$1,090,947","$1,350,455","$1,281,684","$141,111","$45,402",,"$84,614","$4,895",,,"$16,390","$1,063",,"$231,680","$54,473",,,,,,,,,,"$109,964",,,,,,,,,,,,,,"$116,166","$86,430","$70,360",,,,,,"$64,109","$26,105","$40,354",,,"$20,431",,,,,,,"$2,767",,,,,,,,,,,,,,,,,,,,,,,,
Miss Pettigrew Lives for a Day (2008),"$1,089,700","$437,833",,,"$6,850","$855,790","$165,704",,,"$708,956","$40,644",,,"$80,654",,,"$253,892",,,"$23,968",,,"$14,081","$134,457",,,,"$3,028",,,,"$30,480",,,,"$262,765",,,,,,,,,,,"$34,075",,"$49,513",,"$133,896","$60,070",,,,,,,"$5,636",,,,,,,,,,,"$8,025",,"$9,020","$2,202",,,,,,,,,,,,,,,,,
Married Life (2007),"$346,245","$114,466",,,"$10,469","$79,006","$98,578",,,"$90,868","$33,713",,,,,,"$149,865",,"$1,370",,"$273,448",,,,,,,,,,,"$44,318",,,"$10,500",,,,,,,,,,,,,"$59,208",,,"$22,750",,,,,,,,"$13,704",,,,,,,,,,"$31,817",,,,,,,,,,,,,,,,,,,,,
The Dark Knight (2008),"$39,880,717","$4,634,145","$8,589,052","$3,637,103","$6,749,386","$63,139,081","$1,787,300","$534,987,076","$13,871,401","$16,318,208","$2,674,375","$24,966,893","$3,488,816","$7,624,162","$2,633,488","$14,697,309","$27,514,612","$4,435,611","$7,249,858","$6,647,575","$29,669,980","$3,798,738","$7,302,163","$2,521,967","$218,110",,,"$7,332,500","$3,002,678","$753,692","$499,047","$2,163,700","$1,078,226","$260,188","$709,987","$25,760,568","$2,662,579","$3,267,510","$3,650,589","$20,156,555","$316,969","$3,651,300","$1,175,373",,,"$561,607","$3,807,925","$5,108,788","$1,378,010",,"$4,070,124","$3,541,780","$160,059","$325,890","$552,373","$278,100","$239,130","$171,844","$383,522","$182,196","$50,134",,"$5,480,477","$3,239,830","$1,451,401","$403,400","$2,784,330",,"$849,132",,,,,,"$1,572,416",,,,,,,,,,,,,,,
Never Back Down (2008),"$3,055,171","$337,430","$760,517","$97,752",,"$4,281,726","$64,872",,"$2,084,584","$1,628,270","$271,048","$331,144","$97,009",,"$190,524",,"$1,092,758","$97,339","$11,542","$83,870","$566,326","$200,963",,,"$19,182",,,,"$69,335","$31,817","$38,991",,,,"$36,732","$751,298",,"$59,877",,"$220,000",,,,,,"$12,599",,"$52,852",,,,,"$14,087","$30,439",,,"$13,306",,"$23,618",,,,,,"$42,229","$2,762",,,"$104,540",,,,,,,,,,,,,,,,,,,,,
CJ7 (2008),"$139,504",,,"$2,202,981","$5,616,518","$2,079",,,,,,,,"$6,883,602","$1,141,774","$931,869",,,,,,,,,,,,,,,,,,,,"$1,733,984","$3,696,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$659,130",,,,,,,,,,,,"$26,166,803",,"$148,003",,,,,,,,,
Drillbit Taylor (2008),"$3,860,089","$280,116","$1,002,031","$140,125",,"$4,452,750","$146,509",,,"$406,806","$238,647","$3,878,801","$622,014",,,,"$6,379","$65,974","$76,251","$38,433","$442,790",,"$10,684",,"$76,888",,,"$13,813",,"$19,228","$64,087",,,,"$8,366",,"$100,991",,,"$130,372",,,"$54,102","$142,263","$156,098",,,,,,,,"$96,658",,"$24,529",,"$18,696",,"$11,604",,,"$168,432",,,"$173,369",,,,"$68,032",,,,,,,,,,,,"$86,294",,,,,,,,,
Youth Without Youth (2007),"$9,425",,"$111,319","$19,042","$20,080","$37,619",,,"$923,196",,,,,"$11,413",,,"$882,942","$63,887",,,"$128,225",,,,,,,,"$4,492",,,"$151,051",,,,,,,,,,,,,,,"$6,708",,,,,,,,,,,,,,,,"$10,963",,,,,,,,,,,,,,,,,,,,,,,,,,,
21 (2008),"$4,703,670","$655,477","$4,775,039","$207,938","$1,587,603","$10,913,306","$111,531",,"$3,927,213","$6,840,432","$480,410","$3,059,180","$796,011","$84,233","$120,971","$4,062,170","$6,430,199","$1,408,885","$1,254,760","$315,285","$7,622,140","$810,517","$428,772","$737,581","$219,076","$167,592","$731,347","$1,516,318","$579,868","$100,483","$204,197","$485,795","$125,556","$74,805","$141,649","$776,485","$176,057","$263,328","$283,299","$3,457,358","$143,373","$440,262","$86,593",,,"$214,125","$1,254,010","$658,289","$220,572",,"$735,858","$144,556","$166,987","$126,661","$87,466","$73,161","$44,194","$35,841","$89,757","$22,455","$44,106",,"$737,889","$210,253","$222,002","$21,547","$116,270",,"$296,639","$73,688","$62,055","$56,119","$32,592",,"$297,372","$51,911",,,,,,,"$8,903",,"$24,212","$18,494","$10,451","$1,183,806",,
Smart People (2008),"$669,238","$57,060","$500,123",,"$13,027","$400,097",,,,,,"$67,984","$38,959","$63,628",,,"$3,909",,,,,,,,,,,,"$179,094","$10,167",,,,,,"$280,191",,,,,,,,,,"$48,360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierrepoint: The Last Hangman (2005),"$3,702","$183,056",,,,"$429,706",,"$23,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leatherheads (2008),"$185,755","$23,040",,,,"$2,177,829",,,"$3,763,108","$942,364","$59,110",,,,,"$370,998","$1,552,186","$89,716","$64,688",,"$170,671",,,,"$60,079",,,,,,"$64,143",,,,"$10,657",,,,,,,,,"$25,899",,"$338,577",,,,,,,,,"$20,748",,"$16,834",,"$8,699",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stop-Loss (2008),"$134,986",,,,,"$30,982","$2,845",,,"$7,245","$55,511",,,,,,,"$10,455","$12,518","$4,942",,,"$4,001",,,,,"$11,469",,,,,,,,,,,,,,,,"$18,831","$3,424",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shine a Light (2008),"$871,598","$259,054","$110,869","$10,957",,"$1,327,400",,,"$479,849","$277,526",,"$13,087",,"$23,148",,"$1,663,847","$1,320,300","$66,185","$61,465","$247,026","$1,828,535",,"$292,656",,,,,"$102,093","$21,006","$36,398",,"$43,876","$38,506","$2,673",,"$48,578",,,,"$215,666","$6,051",,,,,,"$17,707","$182,966",,,"$478,424","$56,379",,"$15,487","$12,782","$2,648",,,,,,,"$99,576","$12,010","$20,528","$1,228",,,,,,,,,,,,,,,,,,,,,,,,
Saawariya (2007),"$171,040","$80,383",,"$64,729",,"$638,201","$69,404","$885,574",,,"$430,452",,,,,,"$12,511",,,,,,,,,,,,,,,,,,,,"$24,907",,"$15,982,236",,,,,,,,,,,,,,,,,,,,,"$46,904",,,,,,,"$11,954",,,"$44,013",,"$32,191","$21,049",,,,,,,,,,,,,,,,,
Nim's Island (2008),"$5,819,517","$809,726","$973,757","$250,318","$106,818","$7,784,514","$418,418",,"$4,095,643","$4,006,848","$266,237","$1,883,885","$1,107,439","$148,090","$118,714","$4,318,459","$5,123,672","$620,611","$124,801","$170,410","$4,074,404","$271,122",,,"$11,480",,,"$203,368","$1,209,721","$23,482","$60,731","$91,345","$65,659",,"$31,048","$4,044,638","$316,669","$156,882",,"$554,182","$42,340","$299,437","$161,066",,,"$47,436","$153,626","$553,638",,,"$508,229","$10,453","$17,009","$14,179","$37,086",,"$6,807","$7,855","$19,282","$20,413","$19,021","$50,415","$166,142","$77,987","$342,188","$10,969",,,"$54,122",,,,,"$170,437",,,"$19,623",,,,"$25,435",,,,,,,,,
Forgetting Sarah Marshall (2008),"$6,456,024","$276,066","$1,842,987","$182,416",,"$15,145,227","$302,142",,"$151,549","$2,542,955",,"$884,945","$603,329",,,,"$800,003","$248,037","$389,874","$352,481","$4,524,552","$1,167,140","$421,499","$310,180","$72,164",,,"$317,227","$189,602","$162,223","$119,288","$493,074","$117,394","$22,034",,,"$72,698",,,,,"$89,918","$76,299",,"$297,872","$417,441","$208,778","$1,286,141","$363,513","$166,517","$473,696",,"$111,323","$44,480","$123,789","$158,100","$52,879",,"$110,734",,"$7,074","$246,420",,,"$171,334",,,,,,,,,,,,"$35,975",,,"$51,401",,,,,,,,,,
Superhero Movie (2008),"$3,220,326","$521,813","$2,285,438","$302,540",,"$5,395,572","$154,295",,"$4,416,797","$1,799,804","$114,959","$2,481,900",,"$562,809","$452,494",,"$1,965,765","$556,390","$348,886","$463,097","$5,529,622","$593,348","$919,446","$835,142",,"$77,401","$286,126","$820,478","$509,773","$84,525","$50,425","$527,382","$220,614","$111,811",,"$806,790","$549,349","$308,611",,"$5,061,196","$20,789",,"$43,800",,,"$293,448","$745,246","$763,084","$162,710",,"$391,167","$256,042",,,,,,"$13,511","$52,977",,,,"$334,873",,"$154,566","$14,354",,,,"$36,106",,"$33,238","$11,757",,,,,,,,,,"$27,640",,,,,,,
Street Kings (2008),"$3,878,910","$493,891","$1,160,779","$406,516","$656,599","$2,737,444","$248,127",,"$898,198","$4,185,842","$326,101","$2,771,209","$413,069","$407,194","$556,463","$1,875,477","$3,594,427","$610,305","$733,480","$313,305","$2,913,583","$176,854","$427,904",,"$50,010",,,"$354,969","$557,034","$64,112","$184,580","$301,514",,,"$82,208","$1,757,653","$375,095","$222,552","$31,032","$1,826,368","$43,142","$116,493","$41,785",,,,"$349,620",,"$243,235",,"$766,903","$167,879","$29,309","$128,753","$31,684","$59,952","$50,220","$17,005",,"$43,325","$29,906",,"$249,414","$35,163","$95,726","$10,023","$410,492","$349,642","$295,301","$53,025","$45,377","$59,227","$33,923","$308,916","$173,703","$52,401","$46,820","$66,465",,,"$59,377",,,,,,,,,
The Visitor (2007),"$1,006,875","$235,790",,"$19,790","$22,363","$488,235",,,"$2,194,531","$1,514,424",,,,,,,"$1,803,822","$143,392","$65,999","$190,678","$350,040",,"$96,614",,,,,"$52,541",,,,"$43,032",,,,,,,,"$119,343","$11,150",,,,,,"$30,150","$88,183","$2,221",,,"$7,620",,,,,,,"$16,911",,,,"$112,320","$16,794","$18,268","$119,343",,,,,,,,,,,,,,,,,,,,,,,,
Harold & Kumar Escape from Guantanamo Bay (2008),"$1,302,270",,,"$537,487",,"$1,359,602","$338,367",,,"$865,124","$128,302","$173,401",,,,,"$16,300",,,,,,,,,,,,,"$81,627",,"$218,169",,,,,,"$115,133",,,,,"$17,901",,,,,,,,,,,,,,,,"$7,533","$10,458",,,"$25,806",,,"$5,121",,,,,,,,"$184,559",,,,,,,,,,,,,,,,
Speed Racer (2008),"$2,201,300","$283,065","$1,756,663","$597,942","$278,422","$3,240,114","$117,405",,"$756,653","$2,048,700","$140,200","$6,128,307","$2,730,600","$362,035","$810,811","$3,576,060","$1,109,878","$4,392","$152,146","$45,855","$440,891","$20,722","$13,122","$49,115","$15,365",,,"$57,242","$237,367","$19,622","$50,795","$77,404","$81,609","$19,730","$20,243","$5,057,193","$443,862","$638,159","$397,474","$4,597,888","$104,241","$790,462","$740,428",,,"$118,847","$93,704","$121,165","$60,723",,"$67,752","$41,468","$45,663","$18,759","$11,998","$6,317","$13,196","$7,024","$5,611","$18,017","$14,862",,"$2,044,203","$664,921","$1,029,659","$64,246","$484,569",,"$117,219",,,,,,"$100,390",,,,"$3,184,713",,,,,,,,,,,
Nathalie... (2003),"$69,999",,"$474,691",,"$7,872","$224,353",,,"$92,531","$48,115",,,,,,,"$3,402,917",,,,"$615,244",,,,,,,,"$23,574",,,"$24,838",,,,,,,,,,,,,,,"$73,050","$82,893",,,,"$25,739",,,,,,,,,,,"$57,598",,,,,,,,,,,,,,,,,,,,,,,,,,,
The Forbidden Kingdom (2008),"$2,463,799","$340,966","$2,740,124","$2,452,436","$1,684,911","$2,760,798","$317,017","$52,075,270",,"$3,683,549","$1,252,955","$1,924,003","$412,981","$1,510,000","$1,574,506","$6,498,289","$1,897,010","$608,103","$179,890","$125,688","$344,900",,"$25,192",,"$10,932",,,"$88,822","$1,270,334","$37,189",,"$403,071","$83,466","$35,267",,"$8,065,700","$2,650,999","$1,518,110","$89,939","$1,221,451",$201,"$238,410",,,,"$205,570","$55,122","$50,908","$82,590",,"$28,356","$54,940","$31,499",,,,"$6,973",,"$30,814","$50,709","$49,102",,"$101,411","$45,675","$135,672","$12,429",,,"$364,807",,,,,,,,,,"$26,899,556",,,,,,,,,,,
Where in the World Is Osama Bin Laden? (2008),"$74,538","$3,180",,"$11,690",,"$142,956",,"$384,955","$24,131",,,"$5,816",,,,,,,,,,,,,,,,,,"$3,499",,,,,,,,,,,,,,,,,,,"$1,013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy-Go-Lucky (2008),"$722,803","$293,681","$79,116","$168,435",,"$3,105,262","$25,866",,"$1,214,552","$605,645",,"$160,032",,"$37,916","$19,777",,"$2,962,788","$218,199","$412,001","$107,473","$2,498,003","$78,635","$187,640",,,,,"$45,290",,"$5,231",,"$65,041",,,,"$27,592","$323,299",,,"$236,302","$12,945","$25,398",,,,,"$385,167","$231,566","$9,120",,"$551,728","$78,641",,,"$7,160","$13,202",,,,,,,"$129,233","$66,723","$70,716","$2,408",,,,,,,,,,,,,,,,,,,,,,,,
Son of Rambow (2007),"$195,518","$4,511",,,,"$8,272,930","$14,526",,,"$14,245","$55,078",,,,"$3,644",,,"$5,369","$4,503","$16,554","$171,070",,,,,,,"$7,645",,,,"$60,723",,,,"$61,782",,,,,,,,,"$14,051",,"$11,725","$10,130",,,"$156,523","$5,417",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outsourced (2006),"$13,686","$54,058",,,"$21,501",,,,,,,,,,,,,,,,"$438,103",,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,415",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deception (2008),"$1,447,588",,"$1,932,932","$80,235","$196,230","$1,019,414","$87,340","$4,598,506","$664,207","$2,877,520","$126,695","$331,631","$140,527","$48,786","$131,873","$744,844","$1,255,636","$240,566","$158,271",,,,,,"$29,422",,,,"$290,018","$19,427",,"$13,344",,,,"$364,520","$101,487","$46,321",,"$213,100","$21,663","$33,728",,,,"$115,089","$203,846",,"$136,868",,,,"$12,063","$13,788","$43,117",,"$10,565","$10,677","$23,948","$19,685","$12,806",,"$68,776","$13,500","$60,610","$14,745",,,,,,,,"$48,631",,,,,,,,,,,,,,,,
Baby Mama (2008),"$2,181,380","$84,562",,,,"$764,573",,,"$117,506",,"$87,403",,,,,,,"$9,839","$34,037","$8,536","$30,548",,,,,,,"$11,430",,,,,,,"$28,722",,,,,,,,,"$310,295",,,,,,,,"$3,913",,,,,"$11,736",,"$39,021",,,"$98,724",,,,,,,"$62,560",,,,,,,,"$40,964",,,"$24,752",,,,,,,,,,
Delirious (2006),"$43,004",,,,,,,,,"$80,136",,,,,,,"$358,736","$5,729",,"$4,647",,,,,,,,,,,"$14,982","$11,371",,,,"$15,111",,,,"$28,144",,,,,,,,,,,,,,,,"$11,269",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prom Night (2008),"$2,566,794","$256,505",,"$187,431",,"$2,653,309","$134,641",,"$27,070","$1,873,142","$237,319","$1,618,177","$670,539",,,,"$641,278","$74,812",,,"$509,378",,"$34,212",,"$50,750",,,,,"$52,118","$33,249",,,,"$86,554",,"$314,070","$168,428","$56,186",,,,,,,,,,,,,,"$44,463",,"$20,087","$57,099","$38,428",,,,"$35,652",,,,"$167,697","$19,098",,,"$273,089","$36,311",,"$54,029","$11,165",,"$139,804","$8,172",,,,,"$114,480",,,,"$18,253","$13,137","$9,312",,,
The White Massai (2005),"$478,548","$192,557",,,,,,,,,,"$134,342",,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron Man (2008),"$19,087,903","$2,731,097","$9,490,254","$3,823,968","$5,367,022","$34,282,266","$1,464,664","$319,034,126","$10,809,921","$12,030,026","$1,841,925","$15,945,395","$1,891,944","$2,844,618","$2,446,286","$8,658,784","$19,197,690","$1,970,548","$2,103,537","$1,860,067","$8,560,475","$995,816","$2,220,811","$606,803","$126,835",,,"$2,057,727","$1,662,239","$278,202","$243,918","$1,323,382","$400,223","$69,024","$265,031","$25,169,783","$3,469,079","$3,994,681","$1,993,885","$13,499,792","$73,896","$1,729,740","$926,368",,"$1,488,822","$828,937","$1,799,601","$1,018,284","$682,308","$467,215","$1,361,378","$673,760","$158,882","$157,124","$162,294","$88,033","$83,069","$30,130","$101,817","$93,840","$49,724","$2,187,416","$1,606,400","$1,383,728","$1,521,193","$151,386","$2,147,484",,"$839,076",,,,,,,,,,"$15,274,332","$52,499",,,,,,,,,,
