Movie Name,United Kingdom,Spain,Italy,Germany,France,Poland,Sweden,Norway,Belgium,South Africa,Netherlands,Türkiye,Israel,Ukraine,Hungary,Denmark,Finland,Czech Republic,Switzerland,Slovakia,United Arab Emirates,Iceland,Bulgaria,Egypt,Romania,Greece,Croatia,Serbia and Montenegro,Lebanon,Mexico,Brazil,Venezuela,Argentina,Chile,Uruguay,Japan,Russia/CIS,Australia,Hong Kong,New Zealand,Malaysia,Singapore,Philippines,Taiwan,Thailand,Peru,Colombia,Central America+,Puerto Rico,Ecuador,Dominican Republic,Bolivia,Domestic,Austria,Portugal,Estonia,South Korea,Slovenia,Middle East Other,Lithuania,Pakistan,Czech Republic/Slovakia,Kenya,Latvia,Cyprus,Nigeria,North Macedonia,India,Indonesia,Vietnam,China,Kuwait,Bahrain,Qatar,Jordan,East Africa,Oman,Curaçao,Central America,Switzerland (German),Switzerland (French),Switzerland (Italian),Saudi Arabia,Jamaica,Lesser Antilles,Aruba,Middle East/UAE,Russia/CIS/Ukraine,Russia,Netherlands Antilles,Switzerland (French/Italian),West Indies,Bangladesh,South Africa/Nigeria,S/E/W Africa,Greece and Cyprus,Guatemala,Costa Rica,El Salvador,Panama,Honduras,Nicaragua,Sri Lanka,Paraguay
Alpha Dog (2006),"$4,118,141","$670,078","$2,378,866","$1,400,715","$1,781,149",,"$154,920","$100,706","$202,375","$113,281","$32,647","$487,143",,"$291,215","$52,736","$111,142","$95,206","$16,253","$258,415","$45,613",,,"$40,503",,"$27,682",,"$17,926",,"$18,865","$488,406","$316,717","$252,791","$241,629","$7,664","$7,359",,"$2,144,470",,,,,"$228,899",,,,"$67,343",,,,,,"$10,215",,"$179,003","$133,429",,"$488,100",,,"$27,297",,,,"$32,624",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hitcher (2007),"$1,084,742","$404,501","$1,092,472","$1,187,417","$1,186,981",,"$5,909","$89,451","$152,572","$33,852","$113,613","$133,758",,"$22,996",,"$8,647","$10,791",,,,"$90,474","$20,878",,"$15,994",,"$144,145",,,"$8,258","$349,693","$288,508","$180,252","$138,291","$57,426",,"$34,754","$268,500","$481,417","$117,987",,"$74,239","$66,814","$80,397","$114,723","$14,532","$78,544","$12,930",,,,,"$34,808",,"$131,451","$59,393",,"$162,876","$12,339",,,,,,,,,,,"$20,362",,,"$166,608","$58,510","$49,018","$6,089",,"$12,992",,"$46,080",,,,,,,,,,,,,,,,,,,,,,,,,
After the Wedding (2006),"$173,068","$544,702","$614,345","$923,353",,,"$1,452,063","$273,339",,,"$39,479",,,,"$2,574","$4,455,791","$112,418","$11,203","$355,496",,,,"$3,936",,,,,,,"$198,956","$68,677",,"$107,601","$69,637","$16,412",,,"$412,192",,"$152,779","$4,481",,,"$12,851",,,,,,,,,,"$85,265",,,$357,"$7,164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Into Great Silence (2005),"$240,173","$900,177","$897,895","$514,252","$1,148,221",,,,,,"$265,495",,,,"$1,476",,,,,,,,,,,,,,,"$27,580",,,,,,,,"$71,386",,,,,,,,,,,,,,,"$790,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge to Terabithia (2007),"$9,582,864","$5,420,339","$3,249,576","$1,889,584","$8,256,208","$855,715","$153,858","$346,011","$480,070","$177,946","$208,517","$450,939",,"$119,021",,"$179,047","$74,528","$233,693",,"$149,334","$243,879",,"$10,993",,"$24,547",,"$49,394","$4,373","$25,181","$3,787,002","$1,142,953","$338,993","$101,169","$63,520","$11,258","$1,656,738","$1,819,846","$5,198,787","$135,786","$1,050,056","$421,795","$152,242",,"$231,588","$504,493","$241,354","$156,365","$184,537",,"$98,164",,,,"$209,435","$133,324","$6,534","$2,842,703",,,"$22,519",,,,"$15,611",,"$8,399",,,,,"$686,355",,,,,"$14,421",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killer of Sheep (1978),"$48,904",,,,"$3,047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$404,508",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny (2006),"$221,559",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,117,952",,"$323,320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waitress (2007),"$854,459","$211,621","$128,870","$54,671","$328,351","$11,449","$9,471","$58,773",,"$61,099",,,"$32,180",,,,,,"$51,849",,,,,,,,,,,,"$49,692",,,,,"$270,458","$16,630","$666,644",,"$195,503",,"$18,789","$5,573",,,,,,"$15,588",,,,,,,"$19,388",,,,,,,,,,,,,,"$24,027",,,,,,,,,,,,,,,,,,,,,,,,,"$80,644",,,,,,,,,
Catch and Release (2006),"$99,234","$31,684",,"$351,629",,,,"$6,680","$27,664","$51,584",,,,,,,,,,,,,,,,,,,,,,,$838,,,,,,,,"$39,028",,"$2,471",,,,,,,,"$6,120",,"$15,539,051",,,,,,,,,,,,,,,,,,,,,,,,,"$2,431",,,,,,,,"$4,166",,,,,,,,,,,,,,,,,,
Smokin' Aces (2006),"$6,238,465","$892,476","$549,164","$1,724,040","$931,679",,"$131,168","$208,479","$110,827","$191,528","$746,194",,,"$192,291",,"$104,350","$115,708","$65,813","$357,161","$27,488","$363,310","$52,229","$64,497","$37,676","$98,514","$222,306","$34,210","$1,974","$19,073","$309,914","$125,490","$112,011",,,,"$521,797","$2,951,062","$1,156,535",,"$214,129",,"$76,430",,"$284,393","$86,587",,"$40,560",,,,,,,"$392,868","$301,219","$15,077","$968,172","$61,233","$126,434","$33,236",,"$96,022",,"$69,150","$13,315","$8,939",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blood and Chocolate (2007),"$290,058","$645,911",,,,"$25,413",,,,,,"$219,476",,"$64,961",,,,"$15,745",,"$8,767","$168,526",,"$21,752",,"$23,788","$53,300","$9,610",,"$23,932",,,,,,,,"$949,141",,,,,"$94,021",,,"$93,004",,,,,,,,"$3,526,847",,"$36,670",,,,,,,,,"$10,589",,,,,,,,"$29,606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epic Movie (2007),"$10,120,019","$4,361,631","$4,270,127","$1,871,994","$2,138,110","$61,047","$549,375","$442,130","$801,897","$494,587","$613,127",,,"$150,044","$93,960","$604,514","$266,045","$52,678","$95,362","$5,046","$187,093","$86,910","$24,871",,"$66,264","$343,645","$27,887",,,"$4,458,093","$652,599","$571,252","$207,991","$166,404","$12,381","$18,248","$2,417,898","$5,132,970","$312,436","$758,214","$357,285","$517,992","$347,359","$265,702","$218,867","$207,507","$275,012",,"$698,449","$95,071","$76,567","$23,118",,"$321,613","$444,890","$41,147",,"$78,391",,"$110,714",,"$84,120",,"$110,703",,,,"$104,039","$164,322",,,,"$31,463",,,,,,"$414,720",,,,,"$14,279","$58,612",,,,,,,,,,,,,,,,,,,
The Messengers (2007),"$1,726,779","$4,410,051","$517,150","$108,756","$591,669","$158,690",,"$20,819","$445,629","$207,691","$243,110","$911,878",,"$11,080",,"$30,777","$9,185","$40,432",,"$41,330","$254,968","$41,579",,,,"$167,050",,,"$21,480","$3,270,436","$494,320","$743,628","$342,257","$82,086","$21,271","$316,725","$550,950","$48,913","$470,335",,"$79,054",,,"$352,372","$32,497","$146,212",,,,"$49,553",,"$20,348","$35,374,833","$26,124","$142,775","$23,301","$1,696,146","$16,139",,"$16,134",,,,"$23,620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Because I Said So (2007),"$1,990,471","$2,886,017","$1,682,577","$5,362,219",,"$541,080","$66,406",,"$571,987","$632,172","$255,243","$312,738",,,"$228,535","$146,664","$121,320","$75,007","$508,168","$67,483","$112,018","$41,505",,,"$109,572","$33,430",,,"$39,229","$1,113,356","$1,421,246","$313,503","$149,702","$64,075","$37,879",,"$479,400","$3,204,284","$118,288","$100,536","$3,900","$99,698","$162,077","$54,421","$17,497","$138,896",,,,,,"$13,546",,"$1,311,757","$382,584",,"$1,385,000","$46,405",,"$29,153",,,,"$32,624",,"$8,200",,,,,,,,,,"$20,517",,,"$29,764",,,,,,,,,,,,,,,,,,,,,,,,,
Hannibal Rising (2007),"$5,274,510","$4,364,182","$7,566,213","$4,492,092","$4,595,566","$635,111","$607,306","$181,381","$745,998","$193,538","$739,537","$884,962",,"$483,990","$329,261","$411,608","$100,124","$297,371","$633,330","$63,016","$310,814",,,,"$54,334","$748,542",,"$17,934","$9,297","$1,463,360","$1,365,244","$126,392","$89,287","$92,151","$3,135","$6,413,902","$4,822,355","$1,537,070","$262,231","$101,792","$139,416",,,"$186,653","$288,738","$131,860","$187,824","$75,992",,"$68,389",,,,"$1,026,658","$469,269",,"$1,616,906","$36,786",,"$85,117",,,,"$76,222",,"$3,761",,,,,,,,,,"$10,801",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norbit (2007),"$11,198,139","$3,600,047","$4,256,342","$7,265,925","$2,128,671","$580,388","$203,332","$162,798","$1,516,765","$948,674","$2,091,061","$534,120","$786,137",,"$117,847","$680,934","$244,808","$17,737","$890,138","$17,967","$870,065","$189,845","$56,512","$104,760","$123,801","$828,010","$121,473","$24,671","$214,466","$4,894,096","$2,167,039","$1,373,612","$244,838","$124,903","$29,503",,"$1,065,327","$4,177,443","$323,023","$670,104","$833,891","$730,651","$303,357","$2,050,148","$143,382","$351,820","$136,674",,,"$175,381",,"$1,314",,"$762,745","$1,306,602","$71,066",,"$187,293","$719,144","$72,082",,"$40,735","$24,379","$94,081","$189,254","$3,153",,"$45,752","$230,553","$44,519",,,,,,"$24,379",,,"$753,207",,,,,,,,,,,,,,,,,,,,,,,,,
The Boss of It All (2006),"$39,982","$623,820","$1,224,987","$96,319",,,"$230,959","$195,999","$50,976",,"$6,716","$12,600",,"$6,695",,"$182,699",,"$15,008","$41,828",,,"$7,714","$4,223",,"$10,858",,,"$15,426",,,"$149,571",,,,,,"$130,000",,,,,,,"$7,819",,,,,,,,,,,,,"$5,648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cocaine Cowboys (2006),"$1,985",,,,"$6,731",,,,,,,,,,,,,,,,,"$1,575",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$150,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lonely Hearts (2006),"$12,679","$630,326",,"$102,634","$554,252",,,"$20,728",,"$30,079",,"$96,203",,,,"$30,037",,,,,"$71,836",,,,,,,"$14,154",,"$354,955",,"$109,520","$100,016","$23,435","$21,067","$87,969",,,,,,,,"$7,221","$1,166",,,,,,,"$3,412",,"$24,790","$35,791",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ratatouille (2007),"$48,619,933","$21,473,012","$25,880,003","$50,409,899","$65,645,333","$6,184,477","$8,372,846","$4,804,376","$9,057,277","$1,918,629","$6,569,522","$2,211,228","$3,083,233","$1,142,583","$2,627,525","$5,540,087","$2,788,473","$2,030,119","$9,756,656","$389,438","$635,810","$283,513","$239,774","$64,782","$214,412","$3,189,263","$173,203","$44,689","$112,830","$16,103,100","$9,617,116","$2,457,984","$3,843,055","$2,230,163","$265,059","$33,371,386","$10,146,232","$13,240,587","$3,250,746","$2,294,439","$1,541,079","$2,940,855","$1,429,565","$1,539,757","$1,151,153","$915,086","$2,353,481",,,"$749,320",,"$143,143","$206,445,654","$7,166,055","$4,168,055","$239,232","$6,853,584","$432,750",,"$636,521",,,,"$390,031",,"$32,438",,"$531,224","$629,399",,"$2,871,850",,,,,"$66,410",,,"$216,651",,,,,,,,,,,,,,,,,,,,,,,,,
"Paris, je t'aime (2006)","$457,260","$1,113,467",,"$1,362,175","$2,827,714","$35,228","$34,263","$79,051","$23,931","$76,700",,"$187,877",,"$131,480",,,"$18,588","$123,848","$522,024",,"$14,735","$1,183",,,"$44,714","$87,750",,,"$1,635","$466,352","$629,675","$135,749","$295,107","$136,256",,,"$1,050,000","$1,324,279","$134,613","$180,973","$15,455",,,"$194,197","$42,825","$110,324",,,,,,,"$4,899,278","$261,178","$32,624",,"$387,114",,,"$31,899",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It's a Boy Girl Thing (2006),"$4,707,832",,"$54,399",,,"$104,341",,,"$196,081","$255,495","$261,818","$250,602",,"$86,267",,,,,,,"$47,728","$76,109",,,,,"$37,345",,,,,,,,,,"$910,000",,,,,"$85,276",,"$18,775","$3,820",,,,,,,,,,"$133,392",,,"$33,378",,"$41,647",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Days of Glory (2006),"$419,296","$249,995",,,"$20,783,516",,,,"$497,613",,,,,,,"$6,557",,,"$238,677",,,,"$1,025","$1,228",,,,,"$4,908",,,,"$18,890",,,,,,,,,,,,,,,,,,,,,,"$9,795",,"$6,807",,,,,,,,,,,,,,"$404,694",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown (2006),"$88,452","$1,657,995","$140,520",,,,,,,,,,,,"$2,395",,,,,,,"$6,513",,,,"$29,372",,,,"$701,573",,"$81,228",,,,,"$311,750",,,,,,,"$144,397",,,,,,,,,"$26,403",,"$77,860",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghost Rider (2007),"$9,188,495","$7,441,324","$4,024,178","$6,252,999","$7,574,756","$619,125","$545,298","$805,906","$944,785","$796,963","$415,660","$1,920,965","$186,428","$990,847","$544,819","$790,247","$569,735","$168,188",,"$69,676","$794,715","$144,731","$187,172","$234,284","$185,813","$837,723","$85,825","$63,502","$127,984","$7,324,746","$7,041,843","$1,204,696","$568,079","$268,740","$50,057","$4,408,813","$7,768,158","$5,703,967","$847,264","$794,383","$2,789,337","$1,634,451","$1,792,072","$3,612,048","$2,053,661","$435,299","$529,061",,,"$351,151",,"$53,375",,"$1,024,781","$773,720","$81,292","$2,608,329","$57,605",,"$134,061",,,,"$123,123",,"$76,279",,"$3,908,396","$1,326,850",$121,"$3,759,994","$270,600","$165,742","$137,112","$98,276","$49,998","$30,437","$37,504","$739,622","$631,694","$164,125","$29,709",,"$65,001","$124,589","$32,279",,,,,,,"$47,864",,,,,,,,,,,
Breach (2007),"$743,797","$1,232,466","$555,526","$542,964","$181,256",,"$13,663","$51,601",,"$39,776",,"$105,290",,,"$44,499","$116,746",,,,,"$23,239","$26,178",,,,"$125,144","$17,035",,"$8,067","$1,045,877","$319,532",,,,,"$88,016","$53,613","$1,746,153",,"$216,477",,"$30,832",,"$39,541","$79,909",,,,,,,,,"$61,531","$114,762",,"$84,880","$12,301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Music and Lyrics (2007),"$18,070,181","$4,480,463","$5,080,907","$12,271,986","$5,197,542","$476,378","$1,068,877","$1,324,628","$1,338,843","$1,145,784","$2,344,853","$1,232,165","$470,826","$105,485","$484,842","$878,331","$408,409","$163,334","$1,973,598","$56,979","$228,812","$126,597","$64,378","$94,110","$107,945","$1,102,300","$71,521","$51,450","$89,471","$2,696,530","$1,892,273","$336,386","$835,350","$209,768","$65,161","$3,925,718","$1,412,634","$8,138,181","$803,438","$880,597",,,,"$1,100,000","$332,829","$250,268","$132,726",,,"$73,149",,"$11,871",,"$2,072,379","$742,003","$67,782","$6,268,375","$100,673",,"$49,590",,,,"$80,942",,"$11,060",,,"$221,709",,,,,,,"$43,415",,,"$29,496",,,,,,,,,,,,,,,,,,,,,,,,,
The Number 23 (2007),"$7,796,894","$3,942,076","$4,079,576","$2,195,491","$3,989,040",,"$519,000","$293,409","$846,937","$114,389","$477,170","$1,483,003","$152,910",,"$286,357","$874,167","$354,510","$26,717","$396,609","$21,307","$149,447","$127,084","$61,128","$38,785","$62,837","$1,033,237","$22,581",,"$24,896","$1,221,837","$1,461,806","$315,280","$782,187","$115,722","$14,600","$1,228,829",,"$1,353,169","$15,858",,"$111,064","$372,646","$169,206","$431,735","$351,119","$222,866","$298,565",,"$379,802","$77,060",,"$21,446",,"$572,352","$296,435","$20,742","$2,792,852","$58,055",,"$46,967",,,,"$52,418",,,,,"$178,652",,,,,,,,,,,,,,,,"$29,578",,,,,,,,,,"$121,981",,,,,,,,,
Reno 911!: Miami (2007),"$531,443","$23,997",,,"$9,174",,"$13,593","$14,739","$14,890","$26,644","$53,878",,,,,"$5,244",,,,,"$193,631",,,,,,,,"$8,720",,,,,,,,,"$362,882",,"$172,619",,,,,,,,,"$197,064",,,,,,,,,,"$30,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Snake Moan (2006),"$243,408","$24,186",,"$203,993","$144,153",,"$13,154","$29,949","$76,893","$23,279","$53,532","$82,330",,,,"$17,153",,,,,"$208,530",,,,,,,,"$5,683",,,,,,,"$71,059",,"$184,364",,"$39,293",,"$16,355",,,,,,,,,,,,"$41,149",,,,,"$32,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Be with Me (2005),"$4,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$42,854",,,,,,,,,,,,,,,,,,,,"$1,365",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Factory Girl (2006),"$964,048",,"$225,101","$151,800",,,,,"$5,806",,"$24,600","$115,347",,,,"$33,499",,"$70,768",,"$5,860","$5,925",,,,,,,,"$8,398","$122,367",,,,,,,,,,,,"$14,413",,,,,"$2,308",,,,,,,"$5,732","$14,674",,"$126,745",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hot Fuzz (2007),"$41,210,622","$376,542","$265,800","$2,192,727","$1,357,802","$124,740","$366,862","$681,063","$167,290","$269,231","$630,779","$84,825",,"$84,411","$131,856","$68,337","$31,177","$57,616","$283,005","$12,894","$164,509","$94,485",,,"$10,704","$110,254",,,"$11,074","$184,210",,,,,,,"$1,019,478","$4,855,773",,"$788,581","$60,299","$115,536",,,,,,,,,,,"$23,637,265","$218,486","$46,522","$33,975","$631,499","$47,151","$122,324","$41,901",,"$83,771",,"$67,144",,$843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden Door (2006),"$516,346","$148,266","$3,257,977","$91,487","$1,493,584",,,"$222,965","$54,285",,"$28,396",,,,,"$21,135","$22,669",,,,,,,,"$3,192",,,"$2,031",,"$79,745","$36,624",,"$111,029",,,,"$19,021","$6,535",,,,,,"$8,142",,,,,,,,,"$1,070,769","$19,124","$9,404",,,"$1,041",,"$2,253",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Next (2007),"$4,918,056","$7,141,196","$4,522,275","$1,215,323","$4,723,056","$662,934","$196,525","$198,058","$1,051,097","$746,809","$1,106,344","$1,127,890","$140,164","$589,521","$163,389","$282,638","$103,383","$314,518","$620,399","$38,981","$533,521","$54,237","$131,230",,"$139,092","$123,458",,,"$54,785","$4,299,110","$1,916,696","$740,020","$319,515","$110,075","$16,228","$4,057,121","$4,885,549","$593,952","$156,667","$102,873","$479,813","$348,207","$346,897","$554,443","$743,793","$246,754","$370,942","$346,134",,"$58,423",,"$19,561",,,"$505,428","$29,381","$3,282,480",,,"$14,433",,,,"$36,960",,"$14,658",,,,,"$2,308,086","$121,041","$83,576","$16,761",,"$26,179",,,,"$351,972","$251,880","$9,674",,,,,,,,,,,,,"$746,809",,,,,,,,,
Breaking and Entering (2006),"$1,904,147","$312,477","$260,381",,"$1,228,404",,"$19,883","$16,976","$292,750",,,"$711,491",,,,"$64,856",,"$6,081",,"$23,003","$53,006",,"$58,444",,,"$460,800",,,,"$172,806","$148,731",,"$63,399","$28,138","$12,675","$185,441",,"$390,523","$93,226","$51,362",,,"$10,968",,,,,,,"$42,342",,,,,"$242,087",,,,,"$37,946",,,,,,,,"$6,950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq in Fragments (2006),"$36,426",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazing Grace (2006),"$4,680,228","$21,957",,,,,,,,,"$9,505",,,,,,,,,,"$18,251",,,,,,,,,,,,,,,,,"$3,739,443","$274,465","$1,667,980","$11,907","$27,600",,"$74,426",,,,,,,,,,,"$22,915",,"$321,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romanzo Criminale (2005),"$188,681","$91,389","$5,482,452",,"$2,173,876",,,,"$67,696",,,,,,,,,,,,,,"$20,645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zodiac (2007),"$7,375,756","$5,550,395","$3,349,611","$2,921,353","$9,085,082","$472,647","$854,468","$762,021","$686,826","$95,213","$434,918","$359,698","$162,652","$23,014","$184,710","$755,028","$210,381","$99,261","$759,987","$29,817","$142,688","$99,025","$44,677","$39,424","$50,165","$1,066,643","$52,302","$29,229","$8,336","$1,600,004","$1,137,614","$379,444","$328,706","$184,495","$31,548","$3,317,335","$789,797","$3,745,009","$218,297","$356,938",,"$149,737","$92,618","$176,509",,"$135,647","$156,840",,,"$41,358",,"$8,983","$33,080,084","$442,222","$609,447","$13,595","$934,654","$41,854",,"$31,329",,,,"$35,580",,,,"$61,468",,,,,,,,"$7,184",,,"$12,705",,,,,,,,,,,,,,,,,,,,,,,,,
Wild Hogs (2007),"$11,962,570","$4,147,043","$4,024,291","$13,712,834","$3,117,341","$342,180","$997,971","$1,012,367","$942,886","$1,374,510","$1,333,102","$236,360","$67,926","$537,305","$420,099","$862,390","$183,162","$48,529","$1,941,721","$66,465","$525,513","$156,195","$56,847","$75,769","$108,020","$479,293","$43,060","$5,968","$55,309","$6,902,346","$1,464,109","$1,020,589","$315,709","$105,275","$17,699","$776,739","$1,766,392","$14,062,601","$62,523","$1,553,813","$674,561","$687,171","$319,113","$674,481","$104,062","$273,524","$278,144",,,"$272,923",,"$29,003",,"$2,444,840","$1,090,708","$115,383","$43,595","$114,494",,"$162,108",,,,"$112,262",,"$4,348",,"$114,846","$297,475",,,,,,"$15,017","$38,671",,,"$61,039",,,,,,,,,,,,,,,,,,,,,,,,,
Wolf (2004),"$34,229","$9,834,150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,814",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300 (2006),"$27,994,700","$20,762,055","$14,618,081","$14,570,919","$13,900,000","$3,091,535","$1,588,268","$2,246,901","$2,216,126","$1,128,420","$2,543,531","$4,861,226","$728,501","$1,634,440","$976,146","$1,942,519","$866,352","$883,797","$1,851,658","$209,854","$1,482,071","$347,169","$484,850","$533,513","$377,972","$11,376,293","$196,810","$175,763","$266,981","$10,101,034","$11,207,791","$2,030,133","$4,587,738","$1,500,771","$13,316","$13,036,817","$10,040,438","$12,304,031","$1,963,536","$1,848,409","$1,457,316","$1,609,534","$1,671,166","$2,281,146","$1,806,471","$952,906","$1,662,904",,"$574,000","$411,041",,"$159,240","$210,629,101","$2,458,709","$1,307,159","$180,725","$19,902,209","$194,177",,"$242,202",,,,"$166,831",,"$31,036",,"$2,582,794","$1,357,394",,,,,,,"$80,394",,,"$171,780",,,,,,,,,,,,,,,,,,,,,,,,,
Starter for 10 (2006),"$1,226,188",,,,,,,"$20,874",,"$38,638",,,,,,,,,,,,,,,,"$51,642",,,,,,,,,,,,,,"$178,885",,,,,,,,,,,,,,,,,"$3,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Last Mimzy (2007),"$1,822,936","$985,263","$38,648","$274,071","$840,641",,"$28,771","$7,525","$269,702","$11,468",,"$55,816",,,,"$1,788",,,,,"$25,208","$7,200",,,,,,,"$1,446","$135,559","$250,746","$56,470","$21,765",,"$2,326",,,"$32,085","$75,434",,"$65,214","$33,583","$87,389","$81,147","$73,355","$40,065",,,"$187,916","$30,980",,"$5,222",,"$83,282","$47,273",,"$1,186",,,,,,,,,,,,"$44,448",,,,,,,,,,,,,,,,"$11,379",,,,,,"$38,461",,,,"$42,653","$19,450",,,,,,,,
Priceless (2006),"$889,980","$864,826","$259,691",,"$15,417,301","$391,890","$10,578",,"$481,956",,,"$273,099",,"$234,761","$94,289",,"$210,260",,"$560,770",,"$7,192",,,,,"$240,418",,,"$12,365","$373,412","$272,493",,"$139,786","$38,792","$17,802","$152,723","$1,529,574","$1,095,653","$224,592","$384,595","$21,210","$145,442",,"$355,072","$14,342","$65,991",,,,"$26,220",,,"$2,165,188",,,,"$823,678",,,"$61,593",,,,"$92,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Host (2006),"$251,144","$1,113,686",,"$141,766","$985,421",,,"$39,621","$48,394",,,"$92,956",,,,"$30,974",,,"$11,006",,"$98,923",,,,"$2,813",,,,,"$157,501","$75,440",,"$83,475","$8,174","$1,932","$1,478,657",,"$41,990","$252,518",,,,"$28,319","$63,124","$211,673","$67,537",,,,,,"$1,546","$2,201,923","$13,841","$71,556",,"$64,621,107",,,,,,,,,"$4,893",,"$208,000",,,"$1,848,333","$99,692",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Becoming Jane (2007),"$6,665,289","$829,186","$192,137","$1,046,069","$513,217","$71,302","$190,578","$199,277","$133,570","$201,887","$118,386","$201,952",,,,"$1,162,239","$52,134","$59,115","$320,309","$11,206","$5,536","$22,266",,,"$25,925","$159,152",,"$14,374","$7,702",,,,,,,,"$170,495","$2,919,312","$107,700","$772,234",,"$33,743",,"$34,753",,,,,,,,,,"$125,331","$49,225",,"$1,142,289","$34,658",,,,,,,,,,,,,"$800,573",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Right at Your Door (2006),"$1,899,350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,530",,,,"$25,522",,,,$118,,,,,,,,"$17,166",,,,,,,"$65,018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Namesake (2006),"$1,008,672","$715,497","$690,439","$397,704","$163,347","$14,610",,,"$47,225","$75,532","$49,005","$8,323","$41,994",,,,,,"$155,414",,"$84,426",,,,,,,,"$3,631","$158,221","$74,549",,,,"$31,571","$260,133",,"$588,512",,"$112,927","$8,815","$60,681","$2,787",,,"$5,577",,,"$24,523",,,,,,"$74,218",,,,,,,,,,,,,"$1,868,070",,,,"$8,098","$9,548","$2,960",,"$21,603",,,,,,,,"$2,683","$13,778",,,,,,,,,,,,,,,,,,,
